NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,ESTUDOS PRÉ-OPERACIONAIS DE TRANSITÓRIOS ELETROMAGNÉTICOS PARA A EXPANSÃO DA INTERLIGAÇÃO NORDESTE-SUDESTE
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Afonso José do Prado,"PRADO, Afonso José Do",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Sergio Kurokawa,"KUROKAWA, Sergio",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Paulo Araujo Prado,"PRADO, P. A.",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Clayton Rodrigues Cintra,"CINTRA, Clayton Rodrigues",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Leandro Lima,"LIMA, Leandro",NAO,Projeto Integrado CNPq no 520061/99-3b- Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Afonso José do Prado,"PRADO, Afonso José Do",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Sergio Kurokawa,"KUROKAWA, Sergio",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Paulo Araujo Prado,"PRADO, P. A.",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Clayton Rodrigues Cintra,"CINTRA, Clayton Rodrigues",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Leandro Lima,"LIMA, Leandro",NAO,Edital Universal 2001 no 479486/01-8 a - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,COPPETEC - Desenvolvimento de Modelo de Arco Secundário
Allan Alves Montanari,"MONTANARI, Allan Alves",NAO,COPPETEC - Desenvolvimento de Modelo de Arco Secundário
Gilmário Barbosa dos Santos,"Santos, G. B.",NAO,COPPETEC - Desenvolvimento de Modelo de Arco Secundário
Jonas Lemos Talaisys,"Talaisys, J. L.",NAO,COPPETEC - Desenvolvimento de Modelo de Arco Secundário
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Patrícia Mestas Valero,"VALERO, Patrícia Mestas",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Gabriel Dos Santos Andrade,"ANDRADE, Gabriel dos Santos",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Evandro José Theodoro,"THEODORO, Evandro José",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Alexander Vladimir Elguera,"ELGUERA, Alexander Vladimir",NAO,Projeto Individual Fapesp proc 2004/09331-0- DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Allan Alves Montanari,"MONTANARI, Allan Alves",NAO,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Patrícia Mestas Valero,"VALERO, Patrícia Mestas",NAO,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Alexander Vladimir Elguera,"ELGUERA, Alexander Vladimir",NAO,Projeto Individual Fapesp (proc 07/08482-3) - Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Allan Alves Montanari,"MONTANARI, Allan Alves",NAO,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Patrícia Mestas Valero,"VALERO, Patrícia Mestas",NAO,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Alexander Vladimir Elguera,"ELGUERA, Alexander Vladimir",NAO,Projeto individual FAPESP (proc 07/01659-5) Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Allan Alves Montanari,"MONTANARI, Allan Alves",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Patrícia Mestas Valero,"VALERO, Patrícia Mestas",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Alexander Vladimir Elguera,"ELGUERA, Alexander Vladimir",NAO,Universal CNPq 2007 proc. . 470926/2007-4 - Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
Ricardo Torquato Borges,"Borges, R. T.",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
ELSON COSTA GOMES,"Gomes, E.",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
"Mestas, Patricia","Mestas, Patricia",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
Jonas Lemos Talaisys,"Talaisys, J. L.",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
Renan Maciel,"Maciel, R.",NAO,"CNPq - Edital Universal Universal 2010 ? Proc. 476341/2010-8 Contribuição Para O Estudo De Transitórios Eletromagnéticos, Desenvolvimento De Metodologias Inovadoras Para Religamento De Linhas De Transmissão E Para A Expansão Do Sistema Elétrico Brasileiro"
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Fernando Augusto Moreira,"Moreira, Fernando Augusto",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Renzo Fabian,"Fabian, R.",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Marcelo Maia,"MAIA, M.",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Eden Carvalho Jr,"CARVALHO JR, E.",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Carlos A. Floriano,"FLORIANO, C. A.",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Aniela M. Mendes,"MENDES, A. M.",NAO,P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 2008
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
"Zevallos, Milton E.","Zevallos, Milton E.",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
Ricardo Torquato Borges,"Borges, R. T.",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
Jonas Lemos Talaysis,"Talaysis, J. L.",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
ELSON COSTA GOMES,"Gomes, E.",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
"Mestas, Patricia","Mestas, Patricia",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
Renan Maciel,"Maciel, R.",NAO,Projeto de Pesquisa Individual FAPESP (Proc. 10/07536-5) ?Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro?.
